keyword,search_volume,competition,low_top_of_page_bid,high_top_of_page_bid,cpc,2025_09,2025_08,2025_07,2025_06,2025_05,2025_04,2025_03,2025_02,2025_01,2024_12,2024_11,2024_10,growth_slope,growth_r2,growth_consistency,growth_stability,sustained_growth_score,yoy_trend_%,3month_trend_%
base revenue software,720.0,1.0,0.09,1.0,0.31,720.0,720.0,720.0,590.0,720.0,720.0,720.0,590.0,720.0,720.0,590.0,720.0,-2.778819832642532,0.4366574676395095,0.5454545454545454,0.9451967688632938,-0.0009030945609717756,0.0,0.0
weather data api,140.0,100.0,0.25,1.95,2.1,140.0,140.0,140.0,140.0,140.0,140.0,170.0,110.0,170.0,210.0,170.0,170.0,4.438755837676519,0.6521946692589595,0.45454545454545453,1.0,0.008884878062231455,21.428571428571427,-19.047619047619047
hobby groups,1000000.0,1.0,0.02,0.33,0.39,1500000.0,1220000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,823000.0,1000000.0,823000.0,1000000.0,1000000.0,-19597.70573391888,0.7723686220970241,0.2727272727272727,0.6437237854977897,-0.0024413666630075884,-33.33333333333333,21.506682867557718
mirror display case,90500.0,10.0,0.17,1.2,0.39,74000.0,90500.0,74000.0,74000.0,74000.0,90500.0,90500.0,90500.0,110000.0,90500.0,90500.0,90500.0,1515.85063227516,0.7451746058336648,0.45454545454545453,0.9780286880251767,0.005959791402925687,22.2972972972973,0.0
confidence,14800.0,30.0,1.26,11.95,10.15,14800.0,9900.0,12100.0,12100.0,12100.0,27100.0,22200.0,12100.0,14800.0,9900.0,12100.0,14800.0,-248.38237815316694,0.09241314783307131,0.5454545454545454,0.7400386933956266,-0.0006418287960911715,0.0,49.494949494949495
desktop background,74000.0,24.0,0.36,8.06,5.39,40500.0,33100.0,33100.0,40500.0,40500.0,60500.0,301000.0,90500.0,74000.0,60500.0,74000.0,90500.0,1912.3139837688764,0.5065066048811411,0.45454545454545453,0.6719648509195216,0.004203662579260231,123.45679012345678,49.586776859504134
bridge financing,210.0,29.0,2.1,8.34,11.17,90.0,110.0,110.0,140.0,260.0,390.0,390.0,320.0,210.0,260.0,260.0,170.0,4.319584490044809,0.6986745963553367,0.6363636363636364,0.7866038026162925,0.007343529756071232,88.88888888888889,-34.61538461538461
loyalty scheme,40.0,100.0,0.56,3.97,1.19,30.0,40.0,50.0,40.0,50.0,50.0,50.0,70.0,50.0,30.0,30.0,40.0,-0.9553111089976578,0.27423047337668693,0.5454545454545454,0.7457781235966405,-0.002440487833324045,33.33333333333333,33.33333333333333
artist management software,6600.0,100.0,0.36,3.9,1.66,5400.0,5400.0,5400.0,5400.0,6600.0,6600.0,6600.0,5400.0,6600.0,4400.0,5400.0,8100.0,43.857626397161994,0.37303063286440885,0.45454545454545453,1.0,0.0012845786119253968,50.0,84.0909090909091
buy gas detector,60500.0,44.0,0.06,2.0,1.35,27100.0,27100.0,18100.0,27100.0,22200.0,49500.0,368000.0,90500.0,27100.0,14800.0,33100.0,22200.0,-3473.6726850345626,0.23379943047921303,0.2727272727272727,0.33536071559561315,-0.001277882252784291,-18.081180811808117,50.0
eco friendly packaging,14800.0,1.0,0.14,5.51,6.46,18100.0,14800.0,14800.0,12100.0,14800.0,14800.0,18100.0,18100.0,14800.0,14800.0,18100.0,18100.0,215.33716974415185,0.0032354364212452413,0.5454545454545454,0.9330873900006135,2.2410186730495738e-05,0.0,22.2972972972973
brand awareness hotel,9900.0,63.0,0.04,2.24,1.71,18100.0,14800.0,8100.0,8100.0,12100.0,8100.0,8100.0,12100.0,18100.0,9900.0,8100.0,8100.0,-233.5297917143389,0.42973691850787765,0.2727272727272727,0.5481690257494216,-0.0012504512622055822,-55.24861878453039,-18.181818181818183
color contrast,90.0,100.0,0.94,6.78,3.01,90.0,90.0,70.0,70.0,70.0,70.0,90.0,70.0,90.0,110.0,90.0,110.0,2.757831842082529,0.0583878308785194,0.45454545454545453,1.0,0.0008840414621925434,22.22222222222222,0.0
life coaching courses,1900.0,1.0,0.23,10.01,0.82,1900.0,1600.0,1600.0,1600.0,1900.0,1900.0,1900.0,1900.0,1900.0,1600.0,1900.0,1900.0,8.934961762409946,0.16114083622241093,0.6363636363636364,0.9703995427429826,0.0004975415741526488,0.0,18.75
care packages online,3600.0,12.0,0.07,1.83,2.34,2900.0,1900.0,1900.0,1600.0,1900.0,1600.0,1300.0,1000.0,1600.0,1900.0,12100.0,12100.0,805.0462014209977,0.20800941557058295,0.36363636363636365,1.0,0.02356547010228026,317.2413793103448,536.8421052631579
operations management software,49500.0,21.0,0.05,2.0,0.5,49500.0,49500.0,49500.0,49500.0,49500.0,49500.0,49500.0,40500.0,49500.0,60500.0,74000.0,74000.0,2260.3237251024716,0.35847410938033764,0.36363636363636365,1.0,0.005760717340103489,49.494949494949495,22.31404958677686
bag loan options,720.0,100.0,0.42,2.56,1.29,480.0,390.0,320.0,390.0,390.0,390.0,590.0,480.0,590.0,1600.0,1300.0,1000.0,94.4575323566844,0.6170651978179253,0.8181818181818182,1.0,0.08583635047891333,108.33333333333333,-37.5
gluten free breakfast,9900.0,100.0,0.76,5.78,3.86,8100.0,12100.0,18100.0,18100.0,12100.0,9900.0,9900.0,8100.0,9900.0,6600.0,6600.0,6600.0,-711.65470719788,0.19886456172874023,0.2727272727272727,0.505457749235346,-0.0017502679296053834,-18.51851851851852,0.0
bakery gift box,5400.0,93.0,0.28,1.83,1.01,3600.0,2400.0,1900.0,1900.0,1900.0,1900.0,2400.0,4400.0,9900.0,12100.0,12100.0,6600.0,930.9427895969319,0.5809285700474773,0.45454545454545453,0.9258634676089831,0.05523272966645005,83.33333333333334,-45.45454545454545
mini split unit,110000.0,0.0,0.05,0.8,1.46,110000.0,90500.0,110000.0,110000.0,110000.0,110000.0,110000.0,110000.0,110000.0,110000.0,135000.0,135000.0,2371.0384706838054,0.598169358767563,0.9090909090909091,1.0,0.0117924419638679,22.727272727272727,22.727272727272727
winter gear,4400.0,51.0,2.49,9.41,7.92,2900.0,2900.0,3600.0,3600.0,3600.0,4400.0,5400.0,5400.0,9900.0,5400.0,5400.0,3600.0,202.04087527758855,0.8204605216361847,0.6363636363636364,0.8183510783621755,0.019971355737247714,24.137931034482758,-33.33333333333333
latency,260.0,76.0,0.12,0.9,0.5,210.0,210.0,260.0,320.0,260.0,320.0,320.0,210.0,210.0,320.0,210.0,170.0,-5.100404604300106,0.12868382687906232,0.45454545454545453,0.7704202582079989,-0.0009091432064906517,-19.047619047619047,-46.875
gap insurance cost,210.0,2.0,0.12,2.17,0.15,210.0,210.0,210.0,170.0,170.0,170.0,170.0,170.0,140.0,170.0,170.0,390.0,5.9133561636960446,0.11735196285186833,0.2727272727272727,1.0,0.0009991718390855008,85.71428571428571,129.41176470588235
road trip gear,14800.0,100.0,0.42,2.15,1.77,8100.0,12100.0,22200.0,27100.0,22200.0,18100.0,18100.0,12100.0,9900.0,8100.0,8100.0,9900.0,-1105.0372073141805,0.004123407613189967,0.36363636363636365,0.5194237638095291,-5.680427602164768e-05,22.22222222222222,22.22222222222222
sun protection clothing,110.0,16.0,0.49,4.67,1.11,70.0,90.0,110.0,110.0,110.0,110.0,90.0,110.0,110.0,90.0,110.0,110.0,0.8517485173893687,0.5416235196610287,0.8181818181818182,0.9953067132414363,0.0038281052279412905,57.14285714285714,22.22222222222222
local audience,390.0,4.0,0.04,9.64,2.34,390.0,590.0,390.0,260.0,320.0,390.0,390.0,390.0,390.0,260.0,390.0,480.0,-0.18906303490600831,0.2833947855515695,0.6363636363636364,0.7794506660580911,-6.797869977082795e-05,23.076923076923077,84.61538461538461
deputy training,22200.0,100.0,0.25,1.49,0.9,18100.0,22200.0,18100.0,22200.0,14800.0,18100.0,18100.0,27100.0,27100.0,22200.0,22200.0,14800.0,164.3940797319328,0.3507462682029412,0.36363636363636365,0.8799886017158997,0.0009108315931029703,-18.23204419889503,-33.33333333333333
regional ads,246000.0,79.0,0.05,0.18,0.19,246000.0,246000.0,246000.0,246000.0,301000.0,246000.0,201000.0,201000.0,301000.0,246000.0,246000.0,301000.0,2296.5527271052074,0.025625744070930434,0.2727272727272727,0.9940842818641005,6.405856898538066e-05,22.35772357723577,22.35772357723577
cat exercise wheel,170.0,46.0,0.85,6.51,4.11,210.0,170.0,140.0,140.0,170.0,140.0,140.0,140.0,140.0,170.0,170.0,170.0,0.6473258139464607,0.4400185832804787,0.36363636363636365,0.7686528343137421,0.0004919135241587322,-19.047619047619047,0.0
worker plastic ppe,1900.0,5.0,8.17,48.58,8.87,1900.0,1600.0,1900.0,1900.0,1900.0,2400.0,1900.0,1600.0,1600.0,1600.0,1600.0,1600.0,-37.641074934534714,0.15919523653610212,0.36363636363636365,0.8126261924332744,-0.000969628089648995,-15.789473684210526,0.0
borderless access,1000.0,100.0,0.23,0.65,0.51,880.0,880.0,1000.0,1000.0,1600.0,1300.0,1000.0,720.0,880.0,720.0,720.0,720.0,-41.88820236478337,0.03200585599118522,0.36363636363636365,0.6550526688343846,-0.00032592590975675584,-18.181818181818183,0.0
lewis band posters,880.0,18.0,0.19,4.62,0.36,880.0,720.0,880.0,880.0,880.0,1000.0,1000.0,1000.0,1000.0,880.0,1000.0,1000.0,11.303631956236824,0.7576019204578437,0.8181818181818182,1.0,0.00774655985409162,13.636363636363635,13.636363636363635
remote therapy,720.0,22.0,0.06,1.96,1.2,880.0,720.0,880.0,590.0,720.0,720.0,880.0,720.0,720.0,590.0,590.0,880.0,-7.959042800575453,0.5715502473935912,0.2727272727272727,0.8300450865208594,-0.0013639870337711372,0.0,49.152542372881356
document tagging,260.0,67.0,0.04,0.67,0.01,260.0,210.0,260.0,210.0,210.0,170.0,260.0,170.0,260.0,260.0,260.0,260.0,4.136978214379963,0.01725814500358991,0.5454545454545454,0.952484748825528,0.00016069625755367781,0.0,0.0
diaper distribution,14800.0,55.0,0.5,2.03,2.05,9900.0,12100.0,12100.0,9900.0,9900.0,14800.0,14800.0,14800.0,18100.0,14800.0,14800.0,18100.0,558.4609261469456,0.897511982701067,0.6363636363636364,1.0,0.024982401335065796,82.82828282828282,22.2972972972973
licence transfer,27100.0,11.0,0.05,0.32,0.54,27100.0,27100.0,90500.0,60500.0,40500.0,27100.0,22200.0,5400.0,3600.0,1300.0,880.0,1000.0,-5143.67105709085,0.45314835007997467,0.18181818181818182,0.1235657968247982,-0.0016719743209767982,-96.30996309963099,-23.076923076923077
source transparency,3600.0,11.0,0.05,0.64,0.4,3600.0,3600.0,2900.0,2900.0,3600.0,2900.0,4400.0,4400.0,3600.0,5400.0,4400.0,4400.0,143.41939544668807,0.5864149477741534,0.5454545454545454,1.0,0.012470512111810736,22.22222222222222,-18.51851851851852
representation tool,22200.0,86.0,0.13,3.26,1.04,22200.0,27100.0,22200.0,27100.0,33100.0,22200.0,22200.0,14800.0,14800.0,14800.0,18100.0,18100.0,-1006.6526109115756,0.5163846863495373,0.45454545454545453,0.6457898270133442,-0.006779602111554182,-18.46846846846847,22.2972972972973
telehealth access,140.0,15.0,4.93,65.0,23.53,140.0,30.0,50.0,70.0,140.0,140.0,170.0,170.0,390.0,90.0,90.0,90.0,2.6883970000571105,0.4026246310570051,0.5454545454545454,0.6069518003504659,0.0028628062738272394,-35.714285714285715,0.0
capacity management software,27100.0,11.0,0.28,30.38,13.93,14800.0,12100.0,12100.0,12100.0,18100.0,74000.0,22200.0,40500.0,74000.0,40500.0,12100.0,12100.0,396.83487017707773,0.6031635093570009,0.36363636363636365,0.599040696497093,0.0019547177731599006,-18.243243243243242,-70.12345679012346
decline management software,390.0,12.0,2.03,12.28,9.35,320.0,260.0,260.0,320.0,390.0,390.0,390.0,480.0,480.0,320.0,390.0,480.0,10.53879822028451,0.7969054270714275,0.6363636363636364,0.9853681907916659,0.014922479759605742,50.0,50.0
capital funding,4400.0,1.0,0.04,1.09,1.99,4400.0,4400.0,3600.0,2900.0,4400.0,4400.0,5400.0,4400.0,4400.0,4400.0,5400.0,5400.0,114.5486059934831,0.37635261706390366,0.45454545454545453,1.0,0.004534712366030571,22.727272727272727,22.727272727272727
court transcription services,1000000.0,60.0,0.25,5.29,4.43,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1220000.0,823000.0,823000.0,1000000.0,-9269.270520703363,0.08459508743322963,0.18181818181818182,0.8971762490496772,-0.00012832254876051597,0.0,21.506682867557718
pub band booking,110.0,1.0,0.04,0.17,0.15,90.0,70.0,70.0,70.0,110.0,110.0,140.0,140.0,170.0,170.0,140.0,110.0,6.073641265231616,0.8232381216452257,0.5454545454545454,0.9169110557400025,0.02339894868730778,22.22222222222222,-35.294117647058826
formation flight equipment,880.0,5.0,0.7,6.59,5.32,1300.0,390.0,480.0,720.0,880.0,1000.0,1300.0,1000.0,880.0,720.0,720.0,720.0,-11.444890036335945,0.003559464730034212,0.45454545454545453,0.6142598075500232,-1.313995852928733e-05,-44.61538461538462,0.0
multilingual resources,1900.0,30.0,3.33,16.3,11.53,1300.0,1000.0,1000.0,1000.0,1000.0,1300.0,1300.0,1900.0,1300.0,9900.0,1900.0,880.0,268.2335816888343,0.5116067030294913,0.36363636363636365,0.6506526036337332,0.018903103671145418,-32.30769230769231,-91.11111111111111
strategy software,201000.0,21.0,0.68,9.26,6.33,201000.0,165000.0,165000.0,165000.0,165000.0,165000.0,201000.0,165000.0,201000.0,165000.0,246000.0,201000.0,4065.1426032805925,0.0733103070521488,0.36363636363636365,0.9901189228624389,0.0005939975071595071,0.0,21.818181818181817
golf improvement program,12100.0,100.0,0.93,16.08,6.23,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,5.675566959711293e-28,1.0,0.0,1.0,0.0,0.0,0.0
corner guard,5400.0,43.0,0.21,4.37,3.36,6600.0,4400.0,4400.0,5400.0,5400.0,5400.0,6600.0,6600.0,5400.0,4400.0,5400.0,6600.0,21.950579554263264,0.0008064025183419643,0.6363636363636364,0.8714154948353263,1.7747966719194086e-06,0.0,50.0
white snow bedding,1000.0,20.0,0.8,4.71,3.19,720.0,320.0,1000.0,2400.0,5400.0,1000.0,590.0,480.0,390.0,320.0,320.0,320.0,-162.95582824637899,0.013669635551684212,0.2727272727272727,0.19480526358821726,-9.900551688081013e-05,-55.55555555555556,0.0
english for business,110000.0,100.0,0.32,4.25,0.93,90500.0,110000.0,110000.0,90500.0,110000.0,90500.0,110000.0,90500.0,135000.0,135000.0,135000.0,110000.0,3086.160480442986,0.6730111070679348,0.6363636363636364,0.9677455356271384,0.012071865790198217,21.54696132596685,-18.51851851851852
industrial noise control,27100.0,75.0,0.1,1.19,0.83,33100.0,33100.0,40500.0,33100.0,27100.0,27100.0,27100.0,22200.0,27100.0,27100.0,27100.0,27100.0,-612.2432326091641,0.773022287669998,0.45454545454545453,0.7428787635282338,-0.0052477653059794915,-18.12688821752266,0.0
wood finish,1300.0,11.0,0.28,5.71,3.94,1000.0,1300.0,1600.0,1900.0,1300.0,1000.0,1000.0,880.0,1300.0,1000.0,880.0,1000.0,-40.7810264711918,0.16520318562969372,0.36363636363636365,0.6523916052855283,-0.0013140716165971047,0.0,0.0
kind of vehicle,49500.0,33.0,0.29,9.11,9.37,49500.0,49500.0,40500.0,40500.0,49500.0,49500.0,49500.0,33100.0,40500.0,49500.0,60500.0,90500.0,2290.7704320766748,0.08000960983257532,0.5454545454545454,1.0,0.0021066714468355387,82.82828282828282,82.82828282828282
document authentication,301000.0,100.0,0.11,0.41,0.41,246000.0,301000.0,301000.0,246000.0,246000.0,246000.0,246000.0,246000.0,301000.0,368000.0,368000.0,368000.0,11693.829017690914,0.36543437559510217,0.5454545454545454,1.0,0.008407862938682419,49.59349593495935,0.0
quality tradeoff,18100.0,100.0,0.19,1.06,0.66,14800.0,18100.0,14800.0,14800.0,14800.0,18100.0,18100.0,22200.0,22200.0,22200.0,22200.0,18100.0,584.670222709319,0.8095133451164255,0.6363636363636364,0.9581187624561613,0.01642651648201259,22.2972972972973,-18.46846846846847
output analytics platform,2900.0,27.0,0.42,11.94,5.46,4400.0,1900.0,2400.0,2400.0,2900.0,2900.0,3600.0,3600.0,2900.0,2400.0,2400.0,2900.0,-33.508060557299736,0.1209375221138762,0.45454545454545453,0.6344173890693722,-0.0003912104023927098,-34.090909090909086,20.833333333333336
cat treadmill,60500.0,100.0,0.28,1.99,0.88,60500.0,60500.0,60500.0,60500.0,60500.0,60500.0,60500.0,60500.0,60500.0,60500.0,60500.0,60500.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
crm templates,260.0,7.0,1.62,8.0,0.94,90.0,480.0,170.0,320.0,260.0,260.0,260.0,170.0,170.0,260.0,210.0,140.0,-7.972623493830071,0.003672553782202659,0.2727272727272727,0.6189439414618267,-2.0866238936291244e-05,55.55555555555556,-46.15384615384615
seat cushions,90500.0,21.0,0.31,3.67,2.79,110000.0,90500.0,110000.0,90500.0,110000.0,110000.0,135000.0,110000.0,110000.0,74000.0,74000.0,74000.0,-3351.6411775993515,0.1072397986714223,0.36363636363636365,0.7552077343807154,-0.0009561091170769532,-32.72727272727273,0.0
district summer camp,2400.0,19.0,0.07,6.78,5.56,1900.0,1900.0,1900.0,2400.0,2400.0,2400.0,2900.0,2400.0,1900.0,1900.0,2400.0,2400.0,4.982578848883735,0.47817280161590514,0.5454545454545454,0.9224656808533881,0.0005496995175974813,26.31578947368421,26.31578947368421
constitutional law programme,18100.0,5.0,0.08,0.45,0.68,22200.0,22200.0,18100.0,14800.0,18100.0,18100.0,18100.0,18100.0,18100.0,14800.0,18100.0,22200.0,-31.915066230990185,0.5612604962007213,0.18181818181818182,0.8494314017517068,-0.00014638165029498125,0.0,50.0
brand sound,74000.0,100.0,0.27,0.97,0.84,301000.0,201000.0,60500.0,14800.0,8100.0,5400.0,6600.0,4400.0,5400.0,9900.0,49500.0,246000.0,134.434938833574,0.6067910616787394,0.18181818181818182,0.3090066506654881,4.8615337855557246e-05,-18.272425249169437,2384.848484848485
forest ambience,1900.0,75.0,0.11,0.5,1.0,1600.0,1600.0,880.0,590.0,720.0,1300.0,1600.0,1900.0,3600.0,4400.0,1900.0,1600.0,167.98554465225413,0.4469716126643032,0.45454545454545453,0.7990174019684281,0.01653528104462587,0.0,-63.63636363636363
fall decor,210.0,78.0,0.25,0.85,0.14,260.0,170.0,170.0,170.0,210.0,260.0,260.0,170.0,170.0,140.0,140.0,210.0,-5.214005208590486,0.320614449497719,0.36363636363636365,0.6949011104476926,-0.0020995931112056227,-19.230769230769234,50.0
rock music vinyl,2400.0,17.0,0.49,24.43,21.42,2400.0,1600.0,1900.0,1900.0,2400.0,2900.0,2900.0,2400.0,2400.0,1900.0,2400.0,2400.0,8.718311290441738,0.2790927196563022,0.45454545454545453,0.9245781306714267,0.00045340318451236064,0.0,26.31578947368421
preemployment test,720.0,35.0,0.22,1.38,1.33,590.0,480.0,590.0,880.0,1300.0,880.0,590.0,720.0,720.0,480.0,590.0,590.0,-21.71452140158631,0.048855216902578325,0.2727272727272727,0.6945124701204011,-0.0002861656849665373,0.0,22.916666666666664
buy skincare products,880.0,42.0,0.95,9.84,10.1,590.0,480.0,590.0,590.0,720.0,720.0,880.0,880.0,880.0,720.0,880.0,1600.0,54.00883398545919,0.8442355257609209,0.8181818181818182,1.0,0.052793826618093155,171.18644067796612,122.22222222222223
exchange platform,90.0,6.0,0.21,3.82,0.84,50.0,50.0,110.0,70.0,110.0,90.0,70.0,110.0,90.0,70.0,90.0,90.0,0.8761170798940435,0.5753632722419663,0.5454545454545454,0.9580622294544001,0.0033304545968202265,80.0,28.57142857142857
lot development,8100.0,4.0,0.19,3.08,3.16,12100.0,9900.0,12100.0,9900.0,14800.0,6600.0,6600.0,4400.0,4400.0,3600.0,4400.0,4400.0,-779.2426709321835,0.8801704167748525,0.18181818181818182,0.40968511843255817,-0.005730308050983129,-63.63636363636363,22.22222222222222
curated itineraries,6600.0,44.0,0.14,23.98,14.19,5400.0,4400.0,5400.0,5400.0,8100.0,8100.0,8100.0,6600.0,6600.0,5400.0,5400.0,6600.0,-30.909186484836624,0.4068752131024398,0.5454545454545454,0.861708435987332,-0.0009620045052688246,22.22222222222222,22.22222222222222
secure file transfer,880.0,33.0,1.11,12.18,11.55,720.0,590.0,720.0,590.0,720.0,720.0,720.0,590.0,880.0,720.0,720.0,1900.0,53.49870747938697,0.34767832357776984,0.5454545454545454,1.0,0.014036038566766915,163.88888888888889,163.88888888888889
flashcard generation,22200.0,97.0,0.11,0.71,0.52,22200.0,22200.0,22200.0,22200.0,22200.0,18100.0,18100.0,14800.0,18100.0,22200.0,18100.0,18100.0,-280.7607417113891,0.781329280998869,0.09090909090909091,0.8448184675710899,-0.0008235060671558482,-18.46846846846847,-18.46846846846847
bidding platform,1900.0,41.0,0.04,0.79,0.24,2400.0,1900.0,1900.0,1600.0,1600.0,1600.0,1900.0,1900.0,2400.0,2400.0,2400.0,3600.0,112.35327605470053,0.052800947887813865,0.5454545454545454,1.0,0.00159391496138703,50.0,50.0
sd memory card,2400.0,100.0,0.15,0.57,0.48,1900.0,1600.0,1300.0,1600.0,1600.0,1600.0,1600.0,1600.0,2400.0,5400.0,4400.0,2400.0,259.4325172418234,0.5215884596279245,0.7272727272727273,0.9112668335841612,0.04427020376720767,26.31578947368421,-55.55555555555556
phosphoric acid price,140.0,65.0,0.55,4.73,3.04,70.0,70.0,70.0,50.0,70.0,90.0,70.0,70.0,880.0,50.0,40.0,50.0,7.773089459707832,0.39360265139230854,0.2727272727272727,0.4299255428361629,0.0029970583027909867,-28.57142857142857,0.0
audience onboarding,60500.0,100.0,0.14,3.42,0.68,60500.0,74000.0,74000.0,74000.0,74000.0,74000.0,60500.0,49500.0,49500.0,60500.0,60500.0,60500.0,-1354.0456900394972,0.3240190377877825,0.7272727272727273,0.8178316314907578,-0.003976605142975591,0.0,0.0
ice bags,5400.0,6.0,0.44,6.82,3.6,4400.0,4400.0,4400.0,4400.0,5400.0,4400.0,5400.0,5400.0,6600.0,4400.0,5400.0,5400.0,80.68228276109973,0.8412990455906707,0.5454545454545454,0.9568394563819076,0.007304172684200969,22.727272727272727,22.727272727272727
rowdy behaviour management,2400.0,4.0,0.78,8.25,2.5,2400.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,2400.0,2400.0,3600.0,2900.0,1900.0,83.28803560907032,0.27421517348806623,0.36363636363636365,0.9097013921388325,0.003447401729487078,-20.833333333333336,-47.22222222222222
solution consulting,12100.0,4.0,0.06,2.3,1.16,6600.0,6600.0,12100.0,12100.0,12100.0,9900.0,22200.0,14800.0,14800.0,14800.0,6600.0,6600.0,-168.72057470556666,0.5251301674407287,0.6363636363636364,0.7155816970180349,-0.0035863338101794363,0.0,-55.4054054054054
