keyword,search_volume,competition,low_top_of_page_bid,high_top_of_page_bid,cpc,2025_09,2025_08,2025_07,2025_06,2025_05,2025_04,2025_03,2025_02,2025_01,2024_12,2024_11,2024_10,growth_slope,growth_r2,growth_consistency,growth_stability,sustained_growth_score,yoy_trend_%,3month_trend_%,priority_score
wind turbine sale,2900,100,0.12,1.08,0.4,1900,1600,1600,1900,2400,1900,2400,2400,2400,6600,8100,3600,451.9963787509991,0.6792546461009432,0.6363636363636364,0.9158045980878147,0.06994173378688676,89.47368421052632,-45.45454545454545,5.884059188231941
coffee grinder,301000,100,0.18,0.75,0.58,246000,246000,246000,246000,246000,246000,246000,246000,301000,368000,368000,301000,11169.242464015679,0.6495988579636707,0.2727272727272727,0.983988023467408,0.007400821255534328,22.35772357723577,-18.206521739130434,5.884025409298334
buy almond butter,301000,100,0.15,0.94,0.75,246000,246000,246000,246000,246000,246000,246000,246000,301000,368000,368000,301000,11169.242464015679,0.6495988579636707,0.2727272727272727,0.983988023467408,0.007400821255534328,22.35772357723577,-18.206521739130434,5.884025409298334
gesture glove,301000,100,0.27,1.74,1.02,246000,246000,246000,246000,246000,246000,246000,246000,301000,368000,368000,301000,11169.242464015679,0.6495988579636707,0.2727272727272727,0.983988023467408,0.007400821255534328,22.35772357723577,-18.206521739130434,5.884025409298334
wedding venue,301000,100,0.27,1.74,1.02,246000,246000,246000,246000,246000,246000,246000,246000,301000,368000,368000,301000,11169.242464015679,0.6495988579636707,0.2727272727272727,0.983988023467408,0.007400821255534328,22.35772357723577,-18.206521739130434,5.884025409298334
kids furniture,33100,100,0.33,2.12,1.5,27100,33100,27100,22200,27100,27100,27100,27100,40500,60500,40500,40500,2140.770855216848,0.5347233628861174,0.8181818181818182,1,0.030180617677358825,49.44649446494465,-33.057851239669425,5.883940000251406
strawman dummy,22200,45,0.37,1.74,1.99,14800,18100,18100,22200,22200,18100,27100,27100,33100,33100,27100,27100,1158.943061994983,0.9525407800702576,0.7272727272727273,0.9727496972488879,0.035374524273252224,83.1081081081081,-18.12688821752266,5.8838546623989005
residential carpet installation,40500,13,0.43,5.37,3.93,33100,27100,27100,27100,33100,40500,49500,40500,40500,40500,49500,49500,1692.8048137352876,0.8012988344208131,0.7272727272727273,1,0.027694421233334963,49.546827794561935,22.22222222222222,5.883463025480189
organic garlic bulbs,40500,13,0.43,5.37,3.93,33100,27100,27100,27100,33100,40500,49500,40500,40500,40500,49500,49500,1692.8048137352876,0.8012988344208131,0.7272727272727273,1,0.027694421233334963,49.546827794561935,22.22222222222222,5.883463025480189
fleece beanie,5400,100,0.32,1.92,0.64,3600,2400,1900,2400,1900,1900,3600,6600,9900,14800,12100,6600,985.122259805227,0.6507484904595917,0.45454545454545453,0.9041338467039092,0.057632354246559964,83.33333333333334,-55.4054054054054,5.883460153360641
parchment paper,201000,90,0.04,1.12,0.35,201000,201000,201000,201000,201000,201000,246000,246000,246000,246000,246000,246000,4993.73799884467,0.8687490467709728,0.5454545454545454,1,0.010940465406829693,22.388059701492537,0,5.883390387538933
electric broiler,1000,100,0.2,1.35,0.59,390,480,390,480,480,390,480,590,1000,1600,5400,480,241.34145517580853,0.5521289032452834,0.7272727272727273,0.7590497963143248,0.09610959328426193,23.076923076923077,-70,5.883287798527858
women sandals,74000,100,0.33,2.1,0.34,60500,60500,60500,60500,60500,74000,74000,60500,74000,90500,90500,90500,3072.715439772302,0.8360563917679431,0.5454545454545454,1,0.020825102858933964,49.586776859504134,0,5.883254233804791
buy wine online,9900,77,1.02,6.6,5.16,8100,5400,8100,8100,6600,8100,12100,6600,12100,14800,22200,12100,1005.7197268132905,0.7138871554061246,0.6363636363636364,0.9496534186298614,0.04721814122793596,49.382716049382715,-18.243243243243242,5.882299863735734
commercial charging pricing,3600,67,0.13,1.99,5.54,2400,1000,1300,880,1000,1600,1300,1000,1300,1300,14800,9900,876.0900311367307,0.29944926253835624,0.5454545454545454,1,0.06540191077736476,312.5,661.5384615384615,5.8821922892923
online marketing certification,4400,59,0.11,14.59,10,2400,3600,2900,2400,2900,3600,5400,2900,8100,5400,9900,5400,489.6779684837447,0.8232868042028619,0.6363636363636364,0.9458557235774401,0.06140665185525075,125,0,5.880774977046875
government bond,60500,23,0.15,3.34,1.62,49500,40500,40500,40500,49500,60500,49500,40500,90500,90500,90500,60500,4098.321127532354,0.708785250001887,0.45454545454545453,0.9376240969265153,0.02296948176854844,22.22222222222222,-33.14917127071823,5.880099803649853
mentor services,60500,23,0.15,3.34,1.62,49500,40500,40500,40500,49500,60500,49500,40500,90500,90500,90500,60500,4098.321127532354,0.708785250001887,0.45454545454545453,0.9376240969265153,0.02296948176854844,22.22222222222222,-33.14917127071823,5.880099803649853
lms software,18100,27,0.69,24.55,15.12,6600,5400,12100,5400,5400,6600,6600,9900,27100,90500,33100,5400,3566.1691262343625,0.5834741512258264,0.36363636363636365,0.7149587592666712,0.03810186022320909,-18.181818181818183,-94.03314917127071,5.879933314219362
womens poncho,33100,100,0.16,1,0.56,27100,22200,22200,18100,18100,18100,18100,22200,60500,90500,74000,40500,5335.105806408397,0.5227883919828312,0.36363636363636365,0.9092845837469032,0.030090412053764642,49.44649446494465,-55.24861878453039,5.879862861224236
tissue culture,49500,4,0.02,0.26,0.57,40500,40500,40500,33100,40500,40500,49500,49500,49500,49500,60500,60500,2017.2853686656706,0.7503568382059023,0.7272727272727273,1,0.02524102641760301,49.382716049382715,22.22222222222222,5.879571737398555
koala review platform,673000,20,0.23,2.45,4.05,550000,450000,450000,673000,823000,1000000,823000,550000,550000,550000,673000,823000,3238.5264756787988,0.35517880107835587,0.5454545454545454,0.8853059360553182,0.0008764373240469118,49.63636363636363,49.63636363636363,5.879093963497913
blank canvas,301000,34,0.36,2.97,2.07,246000,246000,246000,201000,450000,301000,301000,201000,301000,550000,368000,246000,9951.086462085585,0.6530227799615939,0.36363636363636365,0.9007785040319699,0.007310297463769566,0,-55.27272727272727,5.879066003172169
order bratwurst online,260,100,0.52,3.33,2.65,70,40,40,40,50,50,50,50,40,320,1600,480,87.08532757627471,0.4544208754074971,0.5454545454545454,0.9474001885013439,0.14343524551006026,585.7142857142857,50,5.878896298635282
currency converter plugin,260,100,0.52,3.33,2.65,70,40,40,40,50,50,50,50,40,320,1600,480,87.08532757627471,0.4544208754074971,0.5454545454545454,0.9474001885013439,0.14343524551006026,585.7142857142857,50,5.878896298635282
duck decoys,27100,100,0.2,0.89,0.84,27100,22200,18100,18100,22200,18100,22200,22200,40500,49500,49500,40500,2925.8677891362063,0.45966438238054574,0.6363636363636364,1,0.0326162581931919,49.44649446494465,-18.181818181818183,5.87883800041091
phone case,673000,100,0.25,1.45,0.96,673000,673000,673000,550000,673000,550000,673000,550000,673000,823000,823000,673000,14373.133623975547,0.08938309560141966,0.45454545454545453,0.9767453207577108,0.000867895934993006,0,-18.226002430133658,5.878596170057158
phone cases,673000,100,0.25,1.45,0.96,673000,673000,673000,550000,673000,550000,673000,550000,673000,823000,823000,673000,14373.133623975547,0.08938309560141966,0.45454545454545453,0.9767453207577108,0.000867895934993006,0,-18.226002430133658,5.878596170057158
background check service,33100,9,0.44,16.48,13.42,18100,14800,14800,22200,12100,12100,9900,9900,60500,90500,90500,6600,5332.131120656596,0.5345025075891037,0.36363636363636365,0.7291725560203748,0.030050691838426152,-63.53591160220995,-92.707182320442,5.878067575812179
background check services,33100,9,0.44,16.48,13.42,18100,14800,14800,22200,12100,12100,9900,9900,60500,90500,90500,6600,5332.131120656596,0.5345025075891037,0.36363636363636365,0.7291725560203748,0.030050691838426152,-63.53591160220995,-92.707182320442,5.878067575812179
inductor coil,22200,100,0.18,0.62,0.47,14800,14800,14800,12100,12100,12100,14800,27100,27100,60500,33100,22200,2590.035451369046,0.6415363909419112,0.45454545454545453,0.9002978689971717,0.03520828580393534,50,-63.30578512396694,5.876629351743064
biplane ride,22200,24,0.12,0.76,1.08,14800,12100,8100,5400,6600,8100,18100,40500,60500,49500,33100,18100,2980.645712786084,0.6246587846877013,0.45454545454545453,0.8119848995302463,0.03520304297909021,22.2972972972973,-63.43434343434343,5.876401480069463
year planning software,60500,91,0.14,0.41,0.23,49500,60500,40500,9900,49500,27100,49500,49500,60500,135000,110000,49500,5994.3837590965795,0.36097632599068485,0.6363636363636364,0.8712756909801296,0.022882656857788758,0,-63.33333333333333,5.875948048813065
instrumentalist hoodie,246000,100,0.26,2.21,1.19,246000,246000,246000,246000,246000,246000,301000,246000,301000,301000,301000,301000,6105.912115909631,0.8448371826814364,0.45454545454545453,1,0.008993442296979678,22.35772357723577,0,5.875765745228341
meaningful gifts,5400,100,0.23,1.14,0.97,3600,3600,2900,2900,3600,3600,3600,4400,5400,14800,12100,5400,773.8397586805745,0.6193064467147911,0.6363636363636364,0.8798535203792945,0.05737752411676317,50,-63.51351351351351,5.873948889497956
gold choker,49500,100,0.05,1.26,0.48,40500,40500,40500,40500,49500,40500,49500,49500,49500,60500,60500,60500,2021.0170633233358,0.8927892455906183,0.6363636363636364,1,0.02511342961779467,49.382716049382715,0,5.873581571401079
tire repair,135000,33,0.53,4.45,2.8,110000,110000,110000,110000,135000,135000,135000,110000,135000,135000,135000,165000,3143.1247686126467,0.8811007504661721,0.6363636363636364,1,0.014478589353880989,50,22.22222222222222,5.873133727318885
adrenaline rush,135000,0,0.06,0.26,0.32,110000,110000,110000,110000,135000,135000,135000,110000,135000,135000,135000,165000,3143.1247686126467,0.8811007504661721,0.6363636363636364,1,0.014478589353880989,50,22.22222222222222,5.873133727318885
pediatric care app,135000,0,0.06,0.26,0.32,110000,110000,110000,110000,135000,135000,135000,110000,135000,135000,135000,165000,3143.1247686126467,0.8811007504661721,0.6363636363636364,1,0.014478589353880989,50,22.22222222222222,5.873133727318885
chocolate mousse,246000,18,0.04,0.72,0.37,201000,201000,201000,201000,246000,246000,246000,246000,246000,368000,246000,201000,5130.748155159585,0.8256253952543725,0.5454545454545454,0.889001842257964,0.00894377410480474,0,-45.380434782608695,5.873088165219319
lilac headband,8100,100,0.22,0.92,0.57,5400,6600,5400,5400,6600,6600,6600,6600,8100,18100,14800,8100,798.6632110338422,0.6968093877693968,0.7272727272727273,0.90574182113445,0.05026113622711739,50,-55.24861878453039,5.872933998633722
home yoga ai,22200,14,3.05,20.39,13.41,22200,9900,5400,12100,18100,22200,18100,18100,22200,14800,49500,33100,2189.850868429771,0.39831534607078734,0.7272727272727273,1,0.035122028566612555,49.0990990990991,123.64864864864865,5.8728803077430065
product adoption tool,140,16,2.87,54.53,10.6,30,40,50,90,110,110,110,70,170,210,260,260,20.055818101071104,0.9211792902071271,0.9090909090909091,1,0.1736117814655783,766.6666666666667,23.809523809523807,5.872059150951449
democrat hoodie,33100,10,0.03,0.46,0.35,27100,27100,27100,27100,27100,27100,33100,33100,40500,49500,40500,49500,2158.5259254619896,0.7941278074554369,0.5454545454545454,1,0.029894573564387586,82.65682656826569,0,5.871011298358785
business continuity services,673000,100,0.49,3.03,2.09,673000,673000,673000,550000,673000,550000,550000,550000,673000,673000,673000,673000,5281.822501106328,0.19865070616234215,0.45454545454545453,0.9675600040499246,0.0007292904871297036,0,0,5.870518223675849
bed frame,673000,100,0.49,3.03,2.09,673000,673000,673000,550000,673000,550000,550000,550000,673000,673000,673000,673000,5281.822501106328,0.19865070616234215,0.45454545454545453,0.9675600040499246,0.0007292904871297036,0,0,5.870518223675849
pamphlet service,40500,100,0.48,2.35,1.6,33100,40500,40500,33100,40500,40500,40500,40500,49500,49500,49500,49500,1376.723398269928,0.8817141040964593,0.9090909090909091,1,0.02740926950865811,49.546827794561935,0,5.870324788017784
beastie mascot,673000,41,2.11,9.96,6.52,673000,673000,673000,550000,550000,673000,673000,673000,673000,673000,673000,823000,10435.054531312917,0.07105114300758031,0.6363636363636364,1,0.0007210370186024541,22.288261515601786,22.288261515601786,5.870037210286759
hydraulic pressure,201000,100,0.04,0.93,0.84,165000,165000,165000,165000,165000,165000,201000,201000,201000,201000,201000,201000,3994.990399075738,0.868749046770973,0.5454545454545454,1,0.010681204712310472,21.818181818181817,0,5.869641284608749
exam proctoring,201000,100,0.04,0.93,0.84,165000,165000,165000,165000,165000,165000,201000,201000,201000,201000,201000,201000,3994.990399075738,0.868749046770973,0.5454545454545454,1,0.010681204712310472,21.818181818181817,0,5.869641284608749
online programming bootcamp,368000,100,0.05,0.78,0.35,368000,301000,368000,368000,368000,368000,368000,368000,301000,368000,450000,450000,6988.314212289412,0.34459001910847764,0.8181818181818182,1,0.005456561986180149,22.282608695652172,22.282608695652172,5.869551754955894
flower pots,368000,100,0.05,0.78,0.35,368000,301000,368000,368000,368000,368000,368000,368000,301000,368000,450000,450000,6988.314212289412,0.34459001910847764,0.8181818181818182,1,0.005456561986180149,22.282608695652172,22.282608695652172,5.869551754955894
tactical scope,5400,100,0.09,0.46,0.36,4400,3600,2900,2400,2900,3600,4400,4400,6600,9900,9900,9900,739.7278525832685,0.5577685948747335,0.6363636363636364,1,0.05723075571664315,125,0,5.868470914890485
banking integration,1000,100,0.15,0.48,0.45,590,390,590,390,480,590,720,590,1000,2900,3600,1000,215.33159930513705,0.6110735972758896,0.7272727272727273,0.8430592228542559,0.09560919242299624,69.49152542372882,-65.51724137931035,5.868275772689888
fabric armchair,1300,100,0.34,1.72,0.93,590,390,390,480,590,590,590,480,590,5400,3600,1000,280.693547351016,0.5678459396184838,0.6363636363636364,0.816442126333722,0.08843908474983558,69.49152542372882,-81.48148148148148,5.8678863527153515
vitality supplement,3600,100,0.65,4.26,2.53,1900,1900,2400,1900,2400,2400,2400,1900,5400,6600,12100,2400,575.7923049616196,0.6652971971555646,0.6363636363636364,0.8056986364447652,0.06499701166600946,26.31578947368421,-63.63636363636363,5.867792852069587
godmother gift,9900,100,0.37,1.15,1.23,6600,6600,6600,6600,9900,8100,9900,8100,12100,18100,18100,12100,958.2156290213317,0.843428609911469,0.5454545454545454,0.9586381272376618,0.046854585544030346,83.33333333333334,-33.14917127071823,5.867773504877642
godmother gifts,9900,100,0.37,1.15,1.23,6600,6600,6600,6600,9900,8100,9900,8100,12100,18100,18100,12100,958.2156290213317,0.843428609911469,0.5454545454545454,0.9586381272376618,0.046854585544030346,83.33333333333334,-33.14917127071823,5.867773504877642
disability insurance quotes,6600,6,0.26,3.7,9.73,3600,1900,2400,1900,1900,1000,1900,1900,12100,18100,27100,1000,1528.3479620485198,0.5174341094266677,0.45454545454545453,0.7166399650394494,0.053620089617703134,-72.22222222222221,-94.47513812154696,5.867586816766964
outlet near me,673000,25,0.21,2.1,1.1,550000,823000,823000,550000,550000,550000,550000,368000,450000,673000,823000,673000,7526.454448904392,0.14369056280382697,0.45454545454545453,0.8476724741062636,0.0006787881867062796,22.363636363636363,0,5.867574941999392
sourdough starter,450000,97,0.03,0.48,0.34,450000,450000,368000,368000,368000,450000,550000,550000,823000,550000,450000,450000,11158.509270482624,0.5079055775353003,0.36363636363636365,0.8668825420840217,0.003789659209797662,0,-18.181818181818183,5.867450002453065
drug discovery ai,673000,100,0.04,0.57,0.17,673000,673000,673000,673000,550000,550000,550000,550000,673000,673000,673000,673000,5133.989732772236,0.2370726787208255,0.36363636363636365,0.9661863669225375,0.0006749751700163726,0,0,5.867352718812303
birthday decor,673000,100,0.04,0.57,0.17,673000,673000,673000,673000,550000,550000,550000,550000,673000,673000,673000,673000,5133.989732772236,0.2370726787208255,0.36363636363636365,0.9661863669225375,0.0006749751700163726,0,0,5.867352718812303
flu medicine,74000,96,0.48,4.43,0.87,49500,40500,33100,33100,40500,49500,74000,135000,165000,110000,60500,60500,4745.391619969776,0.6549054615581257,0.5454545454545454,0.7751824969323036,0.020496717141625726,22.22222222222222,-45,5.867264372294553
military leadership training,201000,21,0.08,3.47,2.27,201000,165000,201000,201000,201000,165000,201000,201000,301000,368000,201000,201000,7111.627713750384,0.5680788336130353,0.6363636363636364,0.8666183401739194,0.010634399147985989,0,-45.380434782608695,5.86715909376684
location services,60500,6,0.33,6.29,4.04,40500,49500,49500,49500,60500,49500,49500,49500,60500,60500,60500,74000,1846.1951070211446,0.8682907685044415,0.7272727272727273,1,0.022690471572731467,82.71604938271605,22.31404958677686,5.866758218615546
